"date","id","pm1","temp","hum","press","co","co2","pm2.5","pm10","label"
"2019-11-29 20:50:07 UTC","31476","7","20.2","51.1","1019.7942","4.45943","420.83377","8","10.4","0"
"2019-11-29 20:50:23 UTC","31477","7","20.2","51.1","1019.7473","4.75772","396.31818","9","11.5","0"
"2019-11-29 20:50:39 UTC","31478","7","20.2","51.1","1019.7868","4.72482","420.83377","12","13.6","0"
"2019-11-29 20:50:55 UTC","31479","5","20.1","51.1","1019.7796","4.75772","339.14816","7","12.4","0"
"2019-11-29 20:51:10 UTC","31480","6","20.1","51","1019.7796","4.72482","384.41788","8","9.5","0"
"2019-11-29 20:51:26 UTC","31481","7","20.1","51","1019.8049","4.82335","297.50146","10","10.4","0"
"2019-11-29 20:51:42 UTC","31482","7","20.2","51","1019.7687","4.52616","297.50146","9","10.4","0"
"2019-11-29 20:51:58 UTC","31483","7","20.2","51","1019.7724","4.62577","372.75293","9","10.5","0"
"2019-11-29 20:52:14 UTC","31484","6","20.2","51","1019.8267","4.82335","384.41788","7","7.4","0"
"2019-11-29 20:52:30 UTC","31485","6","20.2","51","1019.7328","4.79056","396.31818","9","9.5","0"
"2019-11-29 20:52:46 UTC","31486","4","20.2","51","1019.8121","4.65884","396.31818","5","5.4","0"
"2019-11-29 20:53:01 UTC","31487","6","20.2","51","1019.7073","4.79056","307.58145","11","13.5","0"
"2019-11-29 20:53:17 UTC","31488","6","20.1","51","1019.7509","4.79056","433.45386","9","12.4","0"
"2019-11-29 20:53:33 UTC","31489","5","20.2","51.1","1019.8123","4.79056","317.88107","8","9.4","0"
"2019-11-29 20:53:49 UTC","31490","5","20.1","51","1019.7147","4.65884","339.14816","8","10.4","0"
"2019-11-29 20:54:05 UTC","31491","6","20.2","51.1","1019.7798","4.55943","317.88107","8","8.5","0"
"2019-11-29 20:54:21 UTC","31492","6","20.1","51.1","1019.7615","4.79056","317.88107","9","12.5","0"
"2019-11-29 20:54:37 UTC","31493","4","20.1","51.1","1019.7724","4.79056","408.45609","8","10.4","0"
"2019-11-29 20:54:52 UTC","31494","5","20.2","51.1","1019.6495","4.55943","361.3212","7","8.5","0"
"2019-11-29 20:55:08 UTC","31495","5","20.2","51.1","1019.7687","4.82335","420.83377","6","7.4","0"
"2019-11-29 20:55:24 UTC","31496","6","20.1","51.1","1019.7253","4.65884","339.14816","7","7.4","0"
"2019-11-29 20:55:40 UTC","31497","7","20.2","51.1","1019.6821","4.75772","420.83377","8","8.4","0"
"2019-11-29 20:55:56 UTC","31498","5","20.1","51.2","1019.7798","4.72482","408.45609","8","9.4","0"
"2019-11-29 20:56:12 UTC","31499","6","20.2","51.2","1019.6894","4.75772","420.83377","9","12.4","0"
"2019-11-29 20:56:28 UTC","31500","7","20.1","51.1","1019.664","4.45943","420.83377","8","8.4","0"
"2019-11-29 20:56:43 UTC","31501","7","20.1","51.1","1019.7726","4.69186","297.50146","8","9.5","0"
"2019-11-29 20:56:59 UTC","31502","6","20.1","51","1019.7256","4.49283","307.58145","9","9.5","0"
"2019-11-29 20:57:15 UTC","31503","7","20.2","51","1019.7726","4.45943","361.3212","9","9.4","0"
"2019-11-29 20:57:31 UTC","31504","5","20.1","51","1019.7183","4.49283","372.75293","9","10.4","0"
"2019-11-29 20:57:47 UTC","31505","5","20.2","51","1019.6965","4.52616","384.41788","9","9.4","0"
"2019-11-29 20:58:03 UTC","31506","6","20.2","51","1019.6785","4.79056","361.3212","8","10.4","0"
"2019-11-29 20:58:18 UTC","31507","7","20.2","51.1","1019.664","4.69186","408.45609","9","9.5","0"
"2019-11-29 20:58:34 UTC","31508","6","20.2","51.1","1019.7726","4.49283","317.88107","9","11.4","0"
"2019-11-29 20:58:50 UTC","31509","6","20.2","51.1","1019.7363","4.75772","433.45386","9","11.4","0"
"2019-11-29 20:59:06 UTC","31510","7","20.2","51","1019.7111","4.59263","420.83377","9","11.4","0"
"2019-11-29 20:59:22 UTC","31511","5","20.2","51","1019.6641","4.82335","339.14816","6","6.4","0"
"2019-11-29 20:59:37 UTC","31512","6","20.2","51","1019.693","4.75772","361.3212","8","9.5","0"
"2019-11-29 20:59:53 UTC","31513","6","20.1","51","1019.7111","4.75772","361.3212","9","10.5","0"
"2019-11-29 21:00:09 UTC","31514","6","20.2","51","1019.7002","4.69186","408.45609","8","9.5","0"
"2019-11-29 21:00:25 UTC","31515","5","20.2","51","1019.7075","4.59263","328.40256","7","8.4","0"
"2019-11-29 21:00:41 UTC","31516","6","20.1","51","1019.7545","4.55943","420.83377","7","7.5","0"
"2019-11-29 21:00:57 UTC","31517","6","20.1","51","1019.7436","4.49283","361.3212","9","10.5","0"
"2019-11-29 21:01:13 UTC","31518","5","20.2","51.1","1019.7433","4.69186","433.45386","7","9.4","0"
"2019-11-29 21:01:28 UTC","31519","5","20.2","51.1","1019.6749","4.75772","307.58145","7","7.4","0"
"2019-11-29 21:01:44 UTC","31520","5","20.1","51.1","1019.6857","4.59263","408.45609","8","10.5","0"
"2019-11-29 21:02:00 UTC","31521","6","20.1","51","1019.7433","4.69186","384.41788","9","9.4","0"
"2019-11-29 21:02:16 UTC","31522","7","20.2","51.1","1019.6641","4.52616","297.50146","11","11.5","0"
"2019-11-29 21:02:32 UTC","31523","6","20.2","51.1","1019.6351","4.79056","408.45609","9","9.4","0"
"2019-11-29 21:02:47 UTC","31524","6","20.1","51.1","1019.6784","4.62577","408.45609","9","10.4","0"
"2019-11-29 21:03:03 UTC","31525","0","20.1","51.1","1019.6749","4.45943","420.83377","0","151","0"
"2019-11-29 21:03:19 UTC","31526","8","20.1","51.1","1019.7147","4.82335","339.14816","9","9.5","0"
"2019-11-29 21:03:35 UTC","31527","6","20.1","51.1","1019.7146","4.65884","350.12042","9","11.4","0"
"2019-11-29 21:03:51 UTC","31528","7","20.1","51.1","1019.7363","4.82335","297.50146","9","12.5","0"
"2019-11-29 21:04:07 UTC","31529","5","20.2","51.1","1019.7183","4.59263","408.45609","8","8.4","0"
"2019-11-29 21:04:22 UTC","31530","7","20.1","51.1","1019.7507","4.75772","408.45609","9","11.4","0"
"2019-11-29 21:04:38 UTC","31531","6","20.1","51.1","1019.7291","4.82335","350.12042","9","9.4","0"
"2019-11-29 21:04:54 UTC","31532","7","20.2","51.2","1019.7003","4.79056","372.75293","11","11.5","0"
"2019-11-29 21:05:10 UTC","31533","6","20.2","51.2","1019.6893","4.55943","361.3212","9","9.5","0"
"2019-11-29 21:05:26 UTC","31534","7","20.1","51.2","1019.7473","4.82335","339.14816","10","10.4","0"
"2019-11-29 21:05:42 UTC","31535","6","20.2","51.2","1019.7509","4.55943","361.3212","10","13.5","0"
"2019-11-29 21:05:58 UTC","31536","6","20.2","51.2","1019.7256","4.69186","396.31818","10","12.4","0"
"2019-11-29 21:06:13 UTC","31537","5","20.2","51.3","1019.7146","4.69186","297.50146","7","7.4","0"
"2019-11-29 21:06:29 UTC","31538","5","20.2","51.3","1019.7979","4.72482","361.3212","6","6.4","0"
"2019-11-29 21:06:45 UTC","31539","6","20.2","51.2","1019.7977","4.65884","408.45609","10","10.4","0"
"2019-11-29 21:07:01 UTC","31540","8","20.2","51.2","1019.7761","4.69186","420.83377","8","8.5","0"
"2019-11-29 21:07:17 UTC","31541","7","20.1","51.1","1019.7581","4.79056","420.83377","9","13.5","0"
"2019-11-29 21:07:33 UTC","31542","7","20.2","51.2","1019.7399","4.72482","317.88107","8","13.4","0"
"2019-11-29 21:07:49 UTC","31543","6","20.1","51.1","1019.7654","4.72482","384.41788","7","9.4","0"
"2019-11-29 21:08:04 UTC","31544","6","20.2","51.1","1019.7904","4.82335","420.83377","10","10.5","0"
"2019-11-29 21:08:20 UTC","31545","7","20.2","51.1","1019.7253","4.52616","384.41788","9","9.5","0"
"2019-11-29 21:08:36 UTC","31546","6","20.2","51.1","1019.7255","4.82335","372.75293","8","11.4","0"
"2019-11-29 21:08:52 UTC","31547","5","20.2","51.2","1019.7687","4.65884","350.12042","8","9.4","0"
"2019-11-29 21:09:08 UTC","31548","7","20.2","51.1","1019.7181","4.79056","361.3212","11","12.4","0"
"2019-11-29 21:09:24 UTC","31549","6","20.1","51.1","1019.7578","4.75772","307.58145","8","10.4","0"
"2019-11-29 21:09:39 UTC","31550","9","20.1","51.1","1019.7433","4.55943","420.83377","10","14.6","0"
"2019-11-29 21:09:55 UTC","31551","6","20.1","51","1019.7505","4.69186","361.3212","9","10.4","0"
"2019-11-29 21:10:11 UTC","31552","7","20.1","51","1019.6749","4.59263","396.31818","10","12.5","0"
"2019-11-29 21:10:27 UTC","31553","6","20.1","51","1019.7038","4.75772","328.40256","11","12.5","0"
"2019-11-29 21:10:43 UTC","31554","7","20.1","51","1019.7075","4.72482","420.83377","10","10.5","0"
"2019-11-29 21:10:58 UTC","31555","8","20.1","51.1","1019.6133","4.82335","339.14816","9","9.5","0"
"2019-11-29 21:11:14 UTC","31556","6","20.2","51.2","1019.6785","4.82335","420.83377","8","15.5","0"
"2019-11-29 21:11:30 UTC","31557","6","20.1","51.2","1019.6963","4.62577","420.83377","8","8.4","0"
"2019-11-29 21:11:46 UTC","31558","6","20.2","51.1","1019.6386","4.69186","408.45609","10","12.4","0"
"2019-11-29 21:12:02 UTC","31559","6","20.2","51.2","1019.6784","4.82335","339.14816","9","9.4","0"
"2019-11-29 21:12:18 UTC","31560","6","20.1","51.1","1019.6423","4.55943","408.45609","10","10.5","0"
"2019-11-29 21:12:33 UTC","31561","6","20.1","51.1","1019.6639","4.69186","372.75293","9","13.4","0"
"2019-11-29 21:12:49 UTC","31562","0","20.1","51","1019.7183","4.79056","339.14816","15.1","0.2","0"
"2019-11-29 21:13:05 UTC","31563","8","20.1","51","1019.7038","4.49283","408.45609","11.5","4.1","0"
"2019-11-29 21:13:21 UTC","31564","7","20.2","51","1019.7003","4.69186","384.41788","9","9.5","0"
"2019-11-29 21:13:37 UTC","31565","7","20.1","51","1019.7036","4.72482","384.41788","9","11.5","0"
"2019-11-29 21:13:53 UTC","31566","6","20.2","51","1019.7038","4.59263","420.83377","9","9.4","0"
"2019-11-29 21:14:08 UTC","31567","7","20.1","51","1019.6495","4.55943","384.41788","10","10.5","0"
"2019-11-29 21:14:24 UTC","31568","7","20.2","51.1","1019.6857","4.49283","433.45386","8","11.4","0"
"2019-11-29 21:14:40 UTC","31569","6","20.1","51.1","1019.7327","4.49283","317.88107","8","8.5","0"
"2019-11-29 21:14:56 UTC","31570","5","20.1","51.1","1019.8266","4.65884","420.83377","7","8.4","0"
"2019-11-29 21:15:12 UTC","31571","6","20.2","51.1","1019.7147","4.85609","396.31818","8","8.4","0"
"2019-11-29 21:15:27 UTC","31572","6","20.2","51","1019.8121","4.49283","317.88107","8","11.4","0"
"2019-11-29 21:15:43 UTC","31573","7","20.1","51","1019.7436","4.79056","420.83377","8","12.4","0"
"2019-11-29 21:15:59 UTC","31574","6","20.2","51.1","1019.8196","4.79056","384.41788","7","8.4","0"
"2019-11-29 21:16:15 UTC","31575","7","20.1","51.1","1019.7798","4.79056","384.41788","10","13.5","0"
"2019-11-29 21:16:31 UTC","31576","7","20.1","51","1019.7617","4.85609","339.14816","9","11.5","0"
"2019-11-29 21:16:47 UTC","31577","6","20.1","51","1019.8196","4.75772","396.31818","7","10.4","0"
"2019-11-29 21:17:03 UTC","31578","11","20.2","51","1019.7726","4.49283","384.41788","8","10","0"
"2019-11-29 21:17:18 UTC","31579","6","20.1","51","1019.7689","4.49283","433.45386","10","11.5","0"
"2019-11-29 21:17:34 UTC","31580","8","20.2","51","1019.8304","4.52616","317.88107","11","12.5","0"
"2019-11-29 21:17:50 UTC","31581","8","20.2","51.1","1019.7906","4.62577","420.83377","10","13.5","0"
"2019-11-29 21:18:06 UTC","31582","7","20.1","51.1","1019.7508","4.82335","420.83377","10","13.5","0"
"2019-11-29 21:18:22 UTC","31583","5","20.1","51.1","1019.8196","4.75772","350.12042","7","7.4","0"
"2019-11-29 21:18:38 UTC","31584","7","20.2","51.1","1019.7508","4.75772","339.14816","8","11.4","0"
"2019-11-29 21:18:54 UTC","31585","7","20.1","51.2","1019.769","4.49283","328.40256","8","10.5","0"
"2019-11-29 21:19:09 UTC","31586","7","20.1","51.1","1019.7438","4.85609","317.88107","9","9.4","0"
"2019-11-29 21:19:25 UTC","31587","6","20.1","51.1","1019.7402","4.59263","420.83377","8","11.4","0"
"2019-11-29 21:19:41 UTC","31588","8","20.1","51.1","1019.7689","4.75772","420.83377","11","12.5","0"
"2019-11-29 21:19:57 UTC","31589","7","20.1","51.1","1019.7255","4.69186","350.12042","9","10.5","0"
"2019-11-29 21:20:13 UTC","31590","7","20.1","51.1","1019.7257","4.79056","396.31818","8","9.4","0"
"2019-11-29 21:20:29 UTC","31591","6","20.2","51","1019.733","4.75772","350.12042","9","9.5","0"
"2019-11-29 21:20:44 UTC","31592","6","20.2","51","1019.7111","4.82335","384.41788","8","8.5","0"
"2019-11-29 21:21:00 UTC","31593","7","20.2","51","1019.7871","4.82335","361.3212","9","9.5","0"
"2019-11-29 21:21:16 UTC","31594","8","20.2","51","1019.7689","4.85609","317.88107","11","14.5","0"
"2019-11-29 21:21:32 UTC","31595","6","20.2","51","1019.7473","4.59263","297.50146","8","10.5","0"
"2019-11-29 21:21:48 UTC","31596","6","20.1","51","1019.7292","4.72482","408.45609","8","9.4","0"
"2019-11-29 21:22:04 UTC","31597","5","20.2","51.1","1019.7291","4.55943","408.45609","7","8.4","0"
"2019-11-29 21:22:19 UTC","31598","7","20.1","51.1","1019.7617","4.72482","384.41788","5","5","0"
"2019-11-29 21:22:35 UTC","31599","6","20.1","51.2","1019.7726","4.75772","420.83377","9","9.4","0"
"2019-11-29 21:22:51 UTC","31600","6","20.2","51.2","1019.7363","4.59263","317.88107","9","9.4","0"
"2019-11-29 21:23:07 UTC","31601","5","20.1","51.2","1019.7906","4.49283","408.45609","7","8.4","0"
"2019-11-29 21:23:23 UTC","31602","4","20.1","51.2","1019.787","4.79056","396.31818","6","6.4","0"
"2019-11-29 21:23:39 UTC","31603","6","20.2","51.2","1019.7363","4.82335","339.14816","8","12.5","0"
"2019-11-29 21:23:54 UTC","31604","6","20.1","51.3","1019.7437","4.82335","408.45609","8","8.4","0"
"2019-11-29 21:24:10 UTC","31605","5","20.2","51.3","1019.8267","4.82335","408.45609","9","12.4","0"
"2019-11-29 21:24:26 UTC","31606","7","20.2","51.3","1019.7399","4.79056","307.58145","9","11.5","0"
"2019-11-29 21:24:42 UTC","31607","6","20.2","51.3","1019.7256","4.59263","384.41788","7","9.4","0"
"2019-11-29 21:24:58 UTC","31608","5","20.1","51.3","1019.7219","4.72482","384.41788","8","11.5","0"
"2019-11-29 21:25:14 UTC","31609","4","20.1","51.3","1019.74","4.85609","408.45609","7","8.4","0"
"2019-11-29 21:25:29 UTC","31610","8","20.1","51.2","1019.8449","4.59263","408.45609","12","12.5","0"
"2019-11-29 21:25:45 UTC","31611","7","20.2","51.1","1019.863","4.72482","372.75293","9","12.4","0"
"2019-11-29 21:26:01 UTC","31612","4","20.2","51.1","1019.8486","4.82335","384.41788","6","9.4","0"
"2019-11-29 21:26:17 UTC","31613","6","20.2","51.2","1019.8558","4.59263","396.31818","7","7.4","0"
"2019-11-29 21:26:33 UTC","31614","5","20.1","51.2","1019.816","4.49283","396.31818","7","7.4","0"
"2019-11-29 21:26:49 UTC","31615","5","20.2","51.1","1019.8377","4.82335","307.58145","8","9.4","0"
"2019-11-29 21:27:04 UTC","31616","6","20.1","51.2","1019.7906","4.75772","420.83377","7","11.4","0"
"2019-11-29 21:27:20 UTC","31617","6","20.1","51.2","1019.7943","4.69186","372.75293","9","13.5","0"
"2019-11-29 21:27:36 UTC","31618","8","20.1","51.2","1019.8486","4.85609","420.83377","9","14.5","0"
"2019-11-29 21:27:52 UTC","31619","6","20.1","51.2","1019.8302","4.75772","350.12042","8","8.4","0"
"2019-11-29 21:28:08 UTC","31620","5","20.2","51.2","1019.7436","4.82335","317.88107","7","9.5","0"
"2019-11-29 21:28:24 UTC","31621","6","20.1","51.2","1019.8015","4.79056","372.75293","7","9.4","0"
"2019-11-29 21:28:39 UTC","31622","5","20.1","51.2","1019.7581","4.62577","297.50146","7","7.4","0"
"2019-11-29 21:28:55 UTC","31623","4","20.2","51.1","1019.816","4.69186","328.40256","7","11.4","0"
"2019-11-29 21:29:11 UTC","31624","7","20.1","51.1","1019.7726","4.75772","408.45609","9","11.5","0"
"2019-11-29 21:29:27 UTC","31625","6","20.2","51.1","1019.7943","4.45943","328.40256","8","8.5","0"
"2019-11-29 21:29:43 UTC","31626","7","20.2","51.1","1019.8773","4.65884","339.14816","10","10.5","0"
"2019-11-29 21:29:59 UTC","31627","5","20.1","51.1","1019.816","4.62577","420.83377","8","11.4","0"
"2019-11-29 21:30:14 UTC","31628","6","20.2","51.1","1019.7906","4.49283","420.83377","8","12.5","0"
"2019-11-29 21:30:30 UTC","31629","5","20.1","51","1019.8088","4.59263","420.83377","7","7.4","0"
"2019-11-29 21:30:46 UTC","31630","7","20.1","51","1019.7979","4.79056","328.40256","10","10.5","0"
"2019-11-29 21:31:02 UTC","31631","6","20.1","51","1019.8015","4.62577","307.58145","9","9.4","0"
"2019-11-29 21:31:18 UTC","31632","6","20.1","51","1019.834","4.82335","350.12042","8","12.4","0"
"2019-11-29 21:31:34 UTC","31633","7","20.1","51","1019.7653","4.79056","433.45386","9","9.5","0"
"2019-11-29 21:31:49 UTC","31634","7","20.2","51","1019.7653","4.55943","317.88107","9","10.4","0"
"2019-11-29 21:32:05 UTC","31635","6","20.1","51.1","1019.7689","4.82335","350.12042","8","8.4","0"
"2019-11-29 21:32:21 UTC","31636","6","20.1","51.1","1019.7364","4.79056","297.50146","8","8.4","0"
"2019-11-29 21:32:37 UTC","31637","5","20.1","51.1","1019.7436","4.59263","339.14816","7","10.4","0"
"2019-11-29 21:32:53 UTC","31638","7","20.1","51.1","1019.7328","4.55943","328.40256","8","9.4","0"
"2019-11-29 21:33:09 UTC","31639","8","20.2","51.1","1019.7111","4.49283","328.40256","10","11.5","0"
"2019-11-29 21:33:24 UTC","31640","7","20.1","51.1","1019.7798","4.82335","372.75293","9","9.5","0"
"2019-11-29 21:33:40 UTC","31641","6","20.1","51.1","1019.7111","4.79056","297.50146","8","8.5","0"
"2019-11-29 21:33:56 UTC","31642","6","20.2","51.1","1019.7505","4.59263","317.88107","8","9.5","0"
"2019-11-29 21:34:12 UTC","31643","6","20.2","51.1","1019.7796","4.62577","384.41788","9","11.4","0"
"2019-11-29 21:34:28 UTC","31644","5","20.2","51.1","1019.7761","4.52616","396.31818","8","9.4","0"
"2019-11-29 21:34:44 UTC","31645","8","20.1","51.1","1019.6894","4.69186","297.50146","9","10.5","0"
"2019-11-29 21:34:59 UTC","31646","7","20.1","51.1","1019.7399","4.82335","317.88107","8","10.4","0"
"2019-11-29 21:35:15 UTC","31647","8","20.2","51.1","1019.7363","4.45943","408.45609","10","10.5","0"
"2019-11-29 21:35:31 UTC","31648","5","20.2","51.1","1019.8558","4.72482","408.45609","7","9.4","0"
"2019-11-29 21:35:47 UTC","31649","6","20.2","51.1","1019.7761","4.72482","350.12042","8","8.4","0"
"2019-11-29 21:36:03 UTC","31650","6","20.2","51.1","1019.8486","4.82335","433.45386","9","9.4","0"
"2019-11-29 21:36:19 UTC","31651","6","20.2","51.2","1019.7834","4.59263","317.88107","7","7.4","0"
"2019-11-29 21:36:34 UTC","31652","7","20.2","51.2","1019.8232","4.79056","384.41788","8","10.4","0"
"2019-11-29 21:36:50 UTC","31653","7","20.2","51.2","1019.7726","4.55943","328.40256","8","10.4","0"
"2019-11-29 21:37:06 UTC","31654","7","20.2","51.2","1019.787","4.55943","350.12042","9","9.4","0"
"2019-11-29 21:37:22 UTC","31655","7","20.1","51.1","1019.7726","4.79056","297.50146","10","13.5","0"
"2019-11-29 21:37:38 UTC","31656","6","20.1","51.1","1019.7438","4.62577","297.50146","8","8.4","0"
"2019-11-29 21:37:54 UTC","31657","7","20.2","51.2","1019.7075","4.62577","307.58145","10","13.5","0"
"2019-11-29 21:38:09 UTC","31658","7","20.2","51.2","1019.6857","4.82335","307.58145","9","10.5","0"
"2019-11-29 21:38:25 UTC","31659","5","20.1","51.2","1019.7509","4.79056","384.41788","8","8.4","0"
"2019-11-29 21:38:41 UTC","31660","7","20.1","51.2","1019.6641","4.69186","372.75293","8","9.4","0"
"2019-11-29 21:38:57 UTC","31661","5","20.1","51.2","1019.6208","4.55943","339.14816","7","8.4","0"
"2019-11-29 21:39:13 UTC","31662","6","20.1","51.2","1019.6317","4.55943","396.31818","7","11.4","0"
"2019-11-29 21:39:28 UTC","31663","6","20.1","51.2","1019.6389","4.62577","372.75293","8","9.4","0"
"2019-11-29 21:39:44 UTC","31664","6","20.2","51.3","1019.6531","4.79056","372.75293","8","8.4","0"
"2019-11-29 21:40:00 UTC","31665","7","20.1","51.3","1019.6822","4.55943","408.45609","8","9.4","0"
"2019-11-29 21:40:16 UTC","31666","0.7","20.2","51.4","1019.6569","4.72482","420.83377","0.8","0.8","0"
"2019-11-29 21:40:32 UTC","31667","4","20.1","51.3","1019.6136","4.82335","372.75293","17.1","0.2","0"
"2019-11-29 21:40:47 UTC","31668","8","20.2","51.3","1019.6531","4.55943","339.14816","9","12.5","0"
"2019-11-29 21:41:03 UTC","31669","8","20.1","51.3","1019.6785","4.72482","420.83377","12","14.6","0"
"2019-11-29 21:41:19 UTC","31670","6","20.1","51.2","1019.6604","4.82335","328.40256","8","11.4","0"
"2019-11-29 21:41:35 UTC","31671","6","20.1","51.2","1019.5917","4.59263","350.12042","9","10.4","0"
"2019-11-29 21:41:51 UTC","31672","6","20.1","51.1","1019.7038","4.82335","408.45609","8","14.4","0"
"2019-11-29 21:42:07 UTC","31673","6","20.2","51.2","1019.6965","4.79056","396.31818","8","10.4","0"
"2019-11-29 21:42:23 UTC","31674","7","20.1","51.2","1019.6677","4.82335","317.88107","9","9.4","0"
"2019-11-29 21:42:38 UTC","31675","5","20.1","51.2","1019.7074","4.82335","361.3212","7","9.4","0"
"2019-11-29 21:42:54 UTC","31676","7","20.1","51.1","1019.6894","4.85609","433.45386","10","12.5","0"
"2019-11-29 21:43:10 UTC","31677","7","20.1","51.1","1019.7473","4.82335","361.3212","9","9.5","0"
"2019-11-29 21:43:26 UTC","31678","5","20.1","51.1","1019.7436","4.75772","350.12042","8","10.4","0"
"2019-11-29 21:43:42 UTC","31679","6","20.1","51.1","1019.74","4.69186","396.31818","9","11.4","0"
"2019-11-29 21:43:58 UTC","31680","8","20.2","51.2","1019.7581","4.62577","420.83377","11","11.5","0"
"2019-11-29 21:44:13 UTC","31681","5","20.1","51.2","1019.7003","4.59263","350.12042","7","9.4","0"
"2019-11-29 21:44:29 UTC","31682","5","20.1","51.1","1019.7654","4.85609","328.40256","7","9.4","0"
"2019-11-29 21:44:45 UTC","31683","7","20.1","51.1","1019.7689","4.82335","384.41788","9","12.5","0"
"2019-11-29 21:45:01 UTC","31684","8","20.2","51.2","1019.7545","4.55943","408.45609","9","10.5","0"
"2019-11-29 21:45:17 UTC","31685","6","20.2","51.2","1019.7402","4.72482","408.45609","8","10.4","0"
"2019-11-29 21:45:33 UTC","31686","6","20.1","51.2","1019.6714","4.69186","372.75293","8","11.4","0"
"2019-11-29 21:45:48 UTC","31687","6","20.1","51.2","1019.704","4.62577","408.45609","9","9.4","0"
"2019-11-29 21:46:04 UTC","31688","6","20.1","51.3","1019.7581","4.75772","396.31818","8","9.4","0"
"2019-11-29 21:46:20 UTC","31689","7","20.1","51.3","1019.7219","4.79056","361.3212","9","10.5","0"
"2019-11-29 21:46:36 UTC","31690","5","20.2","51.3","1019.7436","4.65884","339.14816","7","10.4","0"
"2019-11-29 21:46:52 UTC","31691","6","20.2","51.3","1019.6678","4.59263","297.50146","8","10.4","0"
"2019-11-29 21:47:07 UTC","31692","6","20.2","51.3","1019.7509","4.65884","396.31818","8","10.4","0"
"2019-11-29 21:47:23 UTC","31693","6","20.1","51.3","1019.7618","4.75772","433.45386","7","9.4","0"
"2019-11-29 21:47:39 UTC","31694","6","20.2","51.2","1019.7437","4.69186","408.45609","8","8.5","0"
"2019-11-29 21:47:55 UTC","31695","7","20.1","51.2","1019.7219","4.75772","420.83377","9","9.4","0"
"2019-11-29 21:48:11 UTC","31696","7","20.2","51.2","1019.6966","4.65884","339.14816","9","9.4","0"
"2019-11-29 21:48:27 UTC","31697","7","20.1","51.2","1019.7689","4.69186","420.83377","9","9.5","0"
"2019-11-29 21:48:42 UTC","31698","7","20.1","51.2","1019.7474","4.65884","420.83377","9","10.4","0"
"2019-11-29 21:48:58 UTC","31699","7","20.2","51.2","1019.7256","4.65884","384.41788","8","12.4","0"
"2019-11-29 21:49:14 UTC","31700","6","20.1","51.2","1019.6932","4.75772","350.12042","8","10.4","0"
"2019-11-29 21:49:30 UTC","31701","7","20.2","51.1","1019.7763","4.59263","372.75293","11","11.5","0"
"2019-11-29 21:49:46 UTC","31702","7","20.1","51.1","1019.7583","4.69186","420.83377","10","10.5","0"
"2019-11-29 21:50:02 UTC","31703","7","20.1","51.2","1019.7582","4.75772","372.75293","11","11.4","0"
"2019-11-29 21:50:17 UTC","31704","6","20.1","51.2","1019.791","4.75772","396.31818","9","10.4","0"
"2019-11-29 21:50:33 UTC","31705","7","20.1","51.2","1019.8416","4.62577","361.3212","10","10.5","0"
"2019-11-29 21:50:49 UTC","31706","7","20.2","51.2","1019.7258","4.55943","307.58145","10","11.5","0"
"2019-11-29 21:51:05 UTC","31707","6","20.1","51.2","1019.7511","4.85609","372.75293","8","9.5","0"
"2019-11-29 21:51:21 UTC","31708","8","20.1","51.3","1019.7548","4.49283","317.88107","10","10.5","0"
"2019-11-29 21:51:37 UTC","31709","6","20.1","51.3","1019.6932","4.62577","420.83377","8","8.5","0"
"2019-11-29 21:51:53 UTC","31710","6","20.1","51.3","1019.7872","4.75772","408.45609","7","8.4","0"
"2019-11-29 21:52:08 UTC","31711","7","20.1","51.3","1019.78","4.52616","420.83377","8","8.4","0"
"2019-11-29 21:52:24 UTC","31712","7","20.2","51.3","1019.7547","4.62577","372.75293","9","11.5","0"
"2019-11-29 21:52:40 UTC","31713","6","20.1","51.3","1019.7402","4.79056","420.83377","8","10.5","0"
"2019-11-29 21:52:56 UTC","31714","7","20.2","51.3","1019.7979","4.55943","317.88107","10","13.5","0"
"2019-11-29 21:53:12 UTC","31715","5","20.1","51.2","1019.7364","4.62577","350.12042","7","7.4","0"
"2019-11-29 21:53:27 UTC","31716","7","20.1","51.2","1019.7617","4.79056","350.12042","8","8.5","0"
"2019-11-29 21:53:43 UTC","31717","7","20.1","51.2","1019.7147","4.65884","317.88107","9","11.5","0"
"2019-11-29 21:53:59 UTC","31718","5","20.2","51.1","1019.7581","4.59263","420.83377","6","8.4","0"
"2019-11-29 21:54:15 UTC","31719","6","20.1","51.2","1019.6931","4.82335","384.41788","8","9.4","0"
"2019-11-29 21:54:31 UTC","31720","7","20.1","51.2","1019.7436","4.69186","317.88107","8","10.5","0"
"2019-11-29 21:54:47 UTC","31721","13.8","20.1","51.2","1019.6965","4.65884","408.45609","73.7","2.8","0"
"2019-11-29 21:55:03 UTC","31722","7","20.1","51.2","1019.6785","4.75772","361.3212","9","10.5","0"
"2019-11-29 21:55:18 UTC","31723","7","20.1","51.2","1019.6965","4.55943","350.12042","10","11.5","0"
"2019-11-29 21:55:34 UTC","31724","5","20.2","51.3","1019.6603","4.75772","350.12042","8","8.5","0"
"2019-11-29 21:55:50 UTC","31725","7","20.1","51.2","1019.7689","4.52616","384.41788","8","10.5","0"
"2019-11-29 21:56:06 UTC","31726","6","20.1","51.2","1019.7112","4.82335","328.40256","7","8.4","0"
